Latitude,Longitude,Time,Date,Number of Sats,GPS Speed (Kn),GPS True Heading,GPS Magnetic Variation,HDOP,C Magnetic Heading,C True Heading,Pitch Angle,Roll Angle,C Inside Temp (c),DFS Depth (m),DTB Height (m),Total Water Column (m),Batt Percent,Power Watts,Watt-Hours,Batt Volts,Batt Ampers,Batt State,Time to Empty,Current Step,Dist To Next (m),Next Speed (kn),Vehicle Speed (kn),Motor Speed CMD,Next Heading,Next Long,Next Lat,Next Depth (m),Depth Goal (m),Vehicle State,Error State,Distance to Track (m),Fin Pitch R,Fin Pitch L,Pitch Goal,Fin Yaw T,Fin Yaw B,Yaw Goal,Fin Roll,DVL-Depth (m),DVL -Altitude (m),DVL -Water Column (m),DVL-FixType,DVL-FixQuality,DVL-Temperature,Conductivity (mmhos/cm),Temperature (c),Salinity (ppt),Sound Speed (m/s),Date m/d/y   ,Time hh:mm:ss,Temp C,SpCond mS/cm,Sal ppt,Depth feet,pH,pH mV,Turbid+ NTU,Chl ug/L,BGA-PC cells/mL,ODOsat %,ODO mg/L,Battery volts,ROSEM Command Type
25.91281274,-80.13782802,17:47.4,11/16/22,7,1.315,309.06,-7.23198201,1.31,111.8,104.76,3.46,2.01,32.5,0.01,3.25,3.26,98,40,525.2,16.4,-2.4,D,894.1,1,22.856,2,1.27,174,156.95,-80.13773856,25.9126236,0,0,1,N,2.880391,78,78,11,250,250,161.1815,0,9999.99,3.28,3.407,2,9,30,0,30,47.7,1558.73666,11/16/22,11:50:01,27.89,69.82,47.7,1.195,8.28,-75.9,-3,-3.7,-2044,97.9,5.89,13.2,
25.91280591,-80.13781689,17:48.4,11/16/22,7,1.523,309.06,-7.23198201,1.31,120.3,112.62,3.86,2.53,32.5,0.01,3.45,3.46,98,38,525.2,16.4,-2.3,D,931,1,21.733,2,1.31,174,158.87,-80.13773856,25.9126236,0,0,1,N,3.461328,79,79,11,250,250,164.7257,0,9999.99,3.48,3.607,2,9,30,0,30,47.9,1558.94611,11/16/22,11:50:03,27.87,70.07,47.9,1.205,8.28,-76.4,-2.2,-2.5,-2278,97.3,5.85,13.3,
25.91279776,-80.13780905,17:49.4,11/16/22,7,1.445,309.06,-7.23198201,1.31,127.3,119.1,4.11,1.95,32.5,0.01,3.59,3.6,98,38,525.2,16.4,-2.3,D,931,1,20.609,2,1.32,174,160,-80.13773856,25.9126236,0,0,1,N,3.692705,82,82,11,250,250,167.2753,0,9999.99,3.62,3.747,2,9,29.9,0,29.89999962,47.84,1558.68584,11/16/22,11:50:04,27.84,69.99,47.84,1.202,8.28,-76.4,4,-0.4,-3075,97.2,5.84,13.1,
25.91279186,-80.13780075,17:50.4,11/16/22,8,1.523,34.12,-7.23198201,1.34,136,127.19,3.92,2.4,32.5,0.01,3.58,3.58,98,38,525.2,16.4,-2.3,D,931,1,19.717,2,1.33,176,161.61,-80.13773856,25.9126236,0,0,1,N,4.086797,81,81,11,250,250,170.7304,0,9999.99,3.61,3.737,2,9,29.9,0,29.89999962,47.84,1558.68584,11/16/22,11:50:04,27.84,69.99,47.84,1.202,8.28,-76.4,4,-0.4,-3075,97.2,5.84,13.1,
25.91278621,-80.13779351,17:51.4,11/16/22,8,1.464,69.72,-7.23198201,1.31,143.9,134.59,4.55,2.87,32.5,0.01,3.57,3.58,98,38,525.2,16.4,-2.3,D,931,1,18.898,2,1.35,178,163.09,-80.13773856,25.9126236,0,0,1,N,4.399598,84,84,11,250,250,174.1213,0,9999.99,3.61,3.737,2,9,29.8,0,29.89999962,47.92,1558.76946,11/16/22,11:50:05,27.82,70.09,47.92,1.197,8.28,-76.4,-3.9,-4.6,-4303,96.9,5.83,13.2,
25.91278108,-80.13778625,17:52.4,11/16/22,8,1.439,90.56,-7.23198201,1.31,154.5,144.64,3.97,2.98,32.5,0.01,3.56,3.57,98,41,525.2,16.4,-2.5,D,866,1,18.149,2,1.39,179,164.76,-80.13773856,25.9126236,0,0,1,N,4.748941,81,81,11,250,250,178.0862,0,9999.99,3.6,3.727,2,9,29.8,0,29.79999924,47.98,1558.63426,11/16/22,11:50:07,27.81,70.18,47.98,1.206,8.29,-76.7,-2.8,-2.3,-167,96.4,5.79,13.1,
25.91277292,-80.13778173,17:53.4,11/16/22,8,1.359,108.34,-7.23198201,1.31,164.2,153.99,4.28,3.09,32.5,0.01,3.56,3.57,98,41,525.2,16.4,-2.5,D,866,1,17.156,2,1.43,181,165.42,-80.13773856,25.9126236,0,0,1,N,4.696106,83,83,11,231,231,179.9516,0,9999.99,3.6,3.727,2,9,29.8,0,29.79999924,47.98,1558.63426,11/16/22,11:50:07,27.81,70.18,47.98,1.206,8.29,-76.7,-2.8,-2.3,-167,96.4,5.79,13.1,
25.91276431,-80.13777853,17:54.4,11/16/22,8,1.443,126.7,-7.23198201,1.31,173.9,163.51,4.13,2.34,32.6,0,3.47,3.48,98,41,525.2,16.4,-2.5,D,866,1,16.15,2,1.45,182,165.67,-80.13773856,25.9126236,0,0,1,N,4.506341,82,82,11,189,189,178.9511,0,9999.99,3.51,3.637,2,9,29.7,0,29.79999924,47.77,1558.41398,11/16/22,11:50:08,27.8,69.9,47.77,1.19,8.29,-76.6,-3.5,-2.3,-1269,96.4,5.8,13,
25.91275339,-80.13777944,17:55.4,11/16/22,8,1.481,145.15,-7.23198201,1,179.5,169.09,4.72,0.43,32.5,0,3.39,3.39,98,48,525.2,16.4,-2.9,D,735.4,1,15,2,1.57,183,164.18,-80.13773856,25.9126236,0,0,1,N,3.823848,85,85,11,151,151,175.105,0,9999.99,3.42,3.547,2,9,29.7,0,29.70000076,47.53,1557.96364,11/16/22,11:50:09,27.8,69.6,47.53,1.2,8.28,-76.4,-3.2,-4.1,-2240,96.5,5.82,13.1,
25.91274345,-80.13777946,17:56.4,11/16/22,8,1.641,162.23,-7.23198201,1.31,183,172.6,3.42,1.76,32.6,0,3.38,3.39,98,48,525.2,16.4,-2.9,D,735.4,1,13.94,2,1.68,183,162.93,-80.13773856,25.9126236,0,0,1,N,3.264627,78,78,11,124,124,171.7557,0,9999.99,3.42,3.547,2,9,29.6,0,29.70000076,47.43,1557.85882,11/16/22,11:50:10,27.76,69.47,47.43,1.186,8.28,-76.4,-2.4,-1.2,-1458,96.2,5.81,13.2,
25.91273439,-80.13777892,17:57.4,11/16/22,7,1.514,166.08,-7.23198201,1.3,184.3,173.91,1.79,3.63,32.6,0,3.35,3.35,98,48,525.2,16.4,-2.9,D,735.4,1,12.964,2,1.79,184,161.86,-80.13773856,25.9126236,0,0,1,N,2.804988,68,68,11,107,107,168.8795,0,9999.99,3.38,3.507,2,9,29.6,0,29.60000038,47.63,1557.86872,11/16/22,11:50:12,27.74,69.73,47.63,1.209,8.28,-76.2,-2.3,-7.4,-2002,96,5.79,13.1,
25.91272678,-80.13777822,17:58.4,11/16/22,7,1.566,170.84,-7.23198201,1.3,182.1,171.7,1.61,5.88,32.6,0,3.33,3.33,98,48,525.2,16.4,-2.9,D,735.4,1,12.14,2,1.88,184,160.93,-80.13773856,25.9126236,0,0,1,N,2.443113,67,67,11,105,105,166.5396,0,9999.99,3.34,3.467,2,9,29.6,0,29.60000038,47.63,1557.86872,11/16/22,11:50:12,27.74,69.73,47.63,1.209,8.28,-76.2,-2.3,-7.4,-2002,96,5.79,13.1,
25.91271768,-80.1377787,17:59.4,11/16/22,7,1.989,178.24,-7.23198201,1.3,179.5,169.09,2.45,6.16,32.6,0,3.29,3.29,98,50,525.1,16.4,-3,D,708.5,1,11.205,2,1.94,184,159,-80.13773856,25.9126236,0,0,1,N,1.891071,72,72,11,102,102,162.8569,0,9999.99,3.3,3.427,2,9,29.6,0,29.60000038,47.5,1557.73224,11/16/22,11:50:13,27.75,69.56,47.5,1.236,8.28,-76.4,-3.1,-1.5,-2987,95.8,5.78,13.2,
25.91270799,-80.13777912,18:00.4,11/16/22,7,1.972,179.5,-7.23198201,1.3,177.4,166.99,2.18,6.54,32.7,0,3.25,3.25,98,50,525.1,16.4,-3,D,708.5,1,10.223,2,1.99,184,156.62,-80.13773856,25.9126236,0,0,1,N,1.294925,70,70,11,94,94,158.7514,0,9999.99,3.26,3.387,2,9,29.6,0,29.60000038,47.7,1557.94207,11/16/22,11:50:15,27.77,69.82,47.7,1.24,8.29,-76.5,-2.1,-3.2,-3763,95.5,5.75,13.2,
25.91269738,-80.13778,18:01.4,11/16/22,8,1.843,179.44,-7.23198201,1.3,175.2,164.8,2.34,5.43,32.7,0,3.19,3.19,98,50,525.1,16.4,-3,D,708.5,1,9.192,2,2.01,184,153.2,-80.13773856,25.9126236,0,0,1,N,0.6159858,71,71,11,84,84,153.9603,0,9999.99,3.2,3.327,2,9,29.5,0,29.60000038,47.7,1557.94207,11/16/22,11:50:15,27.77,69.82,47.7,1.24,8.29,-76.5,-2.1,-3.2,-3763,95.5,5.75,13.2,
25.91268807,-80.13778004,18:02.4,11/16/22,7,1.789,177.44,-7.23198201,2.08,172.6,162.23,1.56,3.91,32.6,0,3.14,3.14,98,50,525.1,16.4,-3,D,708,1,8.282,2,2.04,184,149.94,-80.13773856,25.9126236,0,0,1,N,8.68E-02,66,66,11,79,79,150.1793,0,9999.99,3.16,3.287,2,9,29.5,0,29.5,47.27,1557.29071,11/16/22,11:50:16,27.77,69.26,47.27,1.235,8.29,-76.6,-3.4,-0.8,-2670,95.5,5.77,13.1,
25.91267716,-80.13777941,18:03.4,11/16/22,8,2.103,175.44,-7.23198201,2.08,168.6,158.29,1.76,4.25,32.6,0,3.08,3.08,98,50,525.1,16.4,-3,D,708,1,7.223,2,2.06,184,145.55,-80.13773856,25.9126236,0,0,1,N,0.4804447,67,67,11,79,79,146.1206,0,9999.99,3.1,3.227,2,9,29.5,0,29.5,47.12,1557.13324,11/16/22,11:50:18,27.74,69.07,47.12,1.225,8.29,-76.7,-3.1,-5.6,-285,95.8,5.79,13.2,
25.91266684,-80.13777723,18:04.4,11/16/22,8,2.249,173.16,-7.23198201,1.4,163.8,153.61,2.06,7.15,32.6,0,3.07,3.07,98,51,525.1,16.4,-3.1,D,691.3,1,6.171,2,2.17,184,141.19,-80.13773856,25.9126236,0,0,1,N,0.8918105,67,67,11,84,84,143.1968,0,9999.99,3.08,3.207,2,9,29.5,0,29.5,47.12,1557.13324,11/16/22,11:50:18,27.74,69.07,47.12,1.225,8.29,-76.7,-3.1,-5.6,-285,95.8,5.79,13.2,
25.91265574,-80.13777479,18:05.4,11/16/22,7,1.91,169.63,-7.23198201,1.4,159.8,149.73,2.21,7.54,32.6,0,3.05,3.05,98,51,525.1,16.4,-3.1,D,691.3,2,21.989,2,2.08,184,139.9,-80.13763318,25.91250447,0,0,1,N,0.5936634,70,70,11,84,84,138.9486,0,9999.99,3.07,3.197,2,9,29.4,0,29.5,47.24,1557.25919,11/16/22,11:50:19,27.74,69.22,47.24,1.231,8.29,-76.5,-3.5,-2,-1958,95.9,5.79,13.2,
25.91264763,-80.13777235,18:06.4,11/16/22,7,1.918,166.48,-7.23198201,1.4,155.2,145.31,1.82,6.21,32.7,0,3.11,3.11,98,51,525.1,16.4,-3.1,D,691.3,2,21.146,2,2.01,184,138.83,-80.13763318,25.91250447,0,0,1,N,0.9751608,68,68,11,94,94,137.0254,0,9999.99,3.13,3.257,2,9,29.4,0,29.39999962,47.17,1556.98474,11/16/22,11:50:21,27.79,69.14,47.17,1.209,8.28,-76.3,-2.5,-4.9,-333,95.7,5.78,13.3,
25.91263999,-80.137769,18:07.4,11/16/22,7,2.018,163.66,-7.23198201,1.41,151.2,141.49,1.1,7.72,32.7,0,3.12,3.12,98,51,525.1,16.4,-3.1,D,691.3,2,20.288,2,2.02,184,137.97,-80.13763318,25.91250447,0,0,1,N,1.247772,64,64,11,101,101,135.3372,0,9999.99,3.13,3.257,2,9,29.4,0,29.39999962,47.17,1556.98474,11/16/22,11:50:21,27.79,69.14,47.17,1.209,8.28,-76.3,-2.5,-4.9,-333,95.7,5.78,13.3,
25.91263146,-80.13776435,18:08.4,11/16/22,8,2.167,160.58,-7.23198201,1.41,147.2,137.7,1.95,8.7,32.6,0,3.13,3.13,98,59,525.1,16.4,-3.6,D,599.7,2,19.275,2,1.91,184,137.11,-80.13763318,25.91250447,0,0,1,N,1.477221,67,67,11,108,108,133.4843,0,9999.99,3.15,3.277,2,9,29.4,0,29.39999962,46.9,1556.70115,11/16/22,11:50:23,27.8,68.79,46.9,1.215,8.29,-76.5,-2.1,-4.7,-1981,95.7,5.79,13.2,
25.91262354,-80.13775974,18:09.4,11/16/22,8,1.997,157.34,-7.23198201,1.41,144.6,135.25,1.74,7.81,32.7,0,3.14,3.14,98,59,525.1,16.4,-3.6,D,599.7,2,18.316,2,1.94,184,136.29,-80.13763318,25.91250447,0,0,1,N,1.671768,65,65,11,108,108,131.518,0,9999.99,3.15,3.277,2,9,29.4,0,29.39999962,46.9,1556.70115,11/16/22,11:50:23,27.8,68.79,46.9,1.215,8.29,-76.5,-2.1,-4.7,-1981,95.7,5.79,13.2,
25.91261583,-80.1377539,18:10.4,11/16/22,8,1.887,151.95,-7.23198201,1.41,142,132.8,1.79,7.99,32.7,0,3.16,3.17,98,59,525.1,16.4,-3.6,D,599.7,2,17.295,2,1.96,184,135.72,-80.13763318,25.91250447,0,0,1,N,1.758079,68,68,11,115,115,129.7053,0,9999.99,3.18,3.307,2,9,29.4,0,29.39999962,46.51,1556.29161,11/16/22,11:50:24,27.78,68.29,46.51,1.205,8.29,-76.7,-3,-4.9,-4382,95.8,5.81,13.1,
25.91260867,-80.1377475,18:11.4,11/16/22,8,1.977,148.6,-7.23198201,1,139.5,130.46,1.37,7.53,32.6,0,3.22,3.22,98,58,525,16.4,-3.5,D,612.7,2,16.278,2,1.93,184,135.38,-80.13763318,25.91250447,0,0,1,N,1.755491,68,68,11,125,125,129.1166,0,9999.99,3.24,3.367,2,9,29.3,0,29.29999924,46.92,1556.52041,11/16/22,11:50:26,27.73,68.81,46.92,1.212,8.28,-76.3,-3.3,0.1,-1883,95.9,5.81,13.2,
25.91260202,-80.13774125,18:12.4,11/16/22,8,2.011,146.92,-7.23198201,1,137.4,128.49,0.92,7.88,32.7,0,3.24,3.24,98,58,525,16.4,-3.5,D,612.7,2,15.313,2,1.94,184,135.1,-80.13763318,25.91250447,0,0,1,N,1.737495,63,63,11,130,130,129.2408,0,9999.99,3.25,3.377,2,9,29.3,0,29.29999924,46.92,1556.52041,11/16/22,11:50:26,27.73,68.81,46.92,1.212,8.28,-76.3,-3.3,0.1,-1883,95.9,5.81,13.2,
25.91259467,-80.13773466,18:13.4,11/16/22,8,1.935,145.26,-7.23198201,1,137.7,128.77,0.85,7.36,32.6,0,3.27,3.27,98,58,525,16.4,-3.5,D,612.7,2,14.269,2,1.92,184,134.66,-80.13763318,25.91250447,0,0,1,N,1.725868,62,62,11,129,129,129.3187,0,9999.99,3.28,3.407,2,9,29.3,0,29.29999924,46.85,1556.44681,11/16/22,11:50:27,27.73,68.73,46.85,1.231,8.28,-76.3,-3.7,-7.6,-3062,96,5.82,13.2,
25.91258771,-80.13772866,18:14.4,11/16/22,8,1.86,139.68,-7.23198201,1,136.6,127.75,1.14,6.74,32.6,0,3.3,3.3,98,58,525,16.4,-3.5,D,612.7,2,13.299,2,1.91,184,134.1,-80.13763318,25.91250447,0,0,1,N,1.736582,64,64,11,133,133,129.2453,0,9999.99,3.31,3.437,2,9,29.3,0,29.29999924,46.87,1556.46783,11/16/22,11:50:29,27.75,68.75,46.87,1.21,8.28,-76.4,-3.3,-6.9,-1304,96.2,5.82,13.2,
25.91258122,-80.13772212,18:15.4,11/16/22,8,1.88,134.56,-7.23198201,1,135.7,126.91,1.59,7.02,32.6,0,3.33,3.33,98,58,525,16.3,-3.5,D,616.8,2,12.328,2,1.91,184,133.81,-80.13763318,25.91250447,0,0,1,N,1.675991,68,68,11,140,140,129.6603,0,9999.99,3.34,3.467,2,9,29.3,0,29.29999924,46.87,1556.46783,11/16/22,11:50:29,27.75,68.75,46.87,1.21,8.28,-76.4,-3.3,-6.9,-1304,96.2,5.82,13.2,
25.91257457,-80.13771405,18:16.4,11/16/22,8,1.917,133.32,-7.23198201,1,135.5,126.72,1.68,7.07,32.6,0,3.23,3.23,98,58,525,16.3,-3.5,D,616.8,2,11.233,2,1.91,184,133.94,-80.13763318,25.91250447,0,0,1,N,1.509365,67,67,11,143,143,130.8083,0,9999.99,3.25,3.377,2,9,29.3,0,29.29999924,46.76,1556.35228,11/16/22,11:50:30,27.76,68.61,46.76,1.201,8.28,-76.4,-2.7,-3.7,-2118,96.1,5.82,13.3,
25.91256858,-80.1377067,18:17.4,11/16/22,8,1.947,133.22,-7.23198201,1,136.3,127.47,1.72,6.71,32.6,0,3.26,3.26,98,58,525,16.3,-3.5,D,616.8,2,10.242,2,1.92,184,134.11,-80.13763318,25.91250447,0,0,1,N,1.349648,67,67,11,145,145,131.917,0,9999.99,3.28,3.407,2,9,29.3,0,29.29999924,46.09,1555.64826,11/16/22,11:50:32,27.76,67.75,46.09,1.212,8.28,-76.4,-2.3,-1.8,-4224,95.9,5.83,13.1,
25.91256325,-80.1377001,18:18.4,11/16/22,8,1.879,130.43,-7.23198201,1,137.2,128.31,1.78,6.77,32.6,0,3.28,3.28,98,58,525,16.3,-3.5,D,614,2,9.355,2,1.9,184,134.32,-80.13763318,25.91250447,0,0,1,N,1.194879,67,67,11,146,146,132.9976,0,9999.99,3.3,3.427,2,9,29.3,0,29.29999924,46.09,1555.64826,11/16/22,11:50:32,27.76,67.75,46.09,1.212,8.28,-76.4,-2.3,-1.8,-4224,95.9,5.83,13.1,
25.91255652,-80.13769263,18:19.4,11/16/22,8,1.871,128.32,-7.23198201,1,137.6,128.68,2.25,6.18,32.6,0,3.4,3.4,98,58,525,16.3,-3.5,D,614,2,8.299,2,1.9,184,134.23,-80.13763318,25.91250447,0,0,1,N,1.078032,68,68,11,148,148,133.8183,0,9999.99,3.41,3.537,2,9,29.2,0,29.29999924,46.24,1555.80601,11/16/22,11:50:33,27.75,67.95,46.24,1.191,8.29,-76.7,-3.6,-3.1,-4892,96,5.83,13.1,
25.91254925,-80.13768574,18:20.4,11/16/22,8,1.9,129.84,-7.23198201,1,137.8,128.87,2.87,6.02,32.6,0,3.45,3.46,98,58,525,16.3,-3.5,D,614,2,7.241,2,1.9,184,133.45,-80.13763318,25.91250447,0,0,1,N,1.041595,72,72,11,149,149,134.0746,0,9999.99,3.47,3.597,2,9,29.2,0,29.20000076,46.19,1555.55064,11/16/22,11:50:34,27.73,67.88,46.19,1.191,8.29,-76.8,-4,-1.1,-1873,95.8,5.82,13.2,
25.9125429,-80.13767897,18:21.4,11/16/22,8,1.966,133.64,-7.23198201,1,138.4,129.43,3.08,7.04,32.6,0,3.52,3.52,98,58,525,16.3,-3.5,D,614,2,6.264,2,1.89,184,133.02,-80.13763318,25.91250447,0,0,1,N,0.9462208,75,75,11,148,148,134.7477,0,9999.99,3.54,3.667,2,9,29.2,0,29.20000076,46.41,1555.78193,11/16/22,11:50:36,27.71,68.16,46.41,1.18,8.29,-76.5,-4.3,-2.3,-1825,95.6,5.81,13,
25.9125354,-80.1376721,18:22.4,11/16/22,8,2.032,136.54,-7.23198201,1,141.3,132.14,2.24,4.88,32.6,0,3.44,3.45,98,58,524.9,16.3,-3.5,D,614.3,2,5.194,2,1.89,184,131.46,-80.13763318,25.91250447,0,0,1,N,0.9223194,70,70,11,138,138,134.9165,0,9999.99,3.47,3.597,2,9,29.2,0,29.20000076,46.41,1555.78193,11/16/22,11:50:36,27.71,68.16,46.41,1.18,8.29,-76.5,-4.3,-2.3,-1825,95.6,5.81,13,
25.91252963,-80.13766473,18:23.4,11/16/22,8,1.86,133.01,-7.23198201,1,143.6,134.3,1.81,6.85,32.6,0,3.47,3.47,98,58,524.9,16.3,-3.5,D,614.3,3,24.349,2,1.89,184,151.23,-80.13754756,25.91233769,0,0,1,N,1.737399,68,68,11,179,179,147.3609,0,9999.99,3.49,3.617,2,9,29.2,0,29.20000076,46.36,1555.72939,11/16/22,11:50:37,27.7,68.09,46.36,1.187,8.29,-76.4,-2.5,-3.8,-1890,95.6,5.81,13.2,
25.91252223,-80.13765833,18:24.4,11/16/22,8,1.908,132.78,-7.23198201,1,146.6,137.13,2.45,6.12,32.6,0,3.39,3.39,98,58,524.9,16.3,-3.5,D,613.7,3,23.32,2,1.88,184,151.64,-80.13754756,25.91233769,0,0,1,N,1.49571,72,72,11,170,170,147.7783,0,9999.99,3.41,3.537,2,9,29.2,0,29.20000076,46.26,1555.62413,11/16/22,11:50:39,27.71,67.97,46.26,1.19,8.29,-76.7,-4,-0.8,-2437,95.6,5.81,13.2,
25.91251566,-80.13765199,18:25.4,11/16/22,8,1.914,136.72,-7.23198201,1,150.5,140.83,3.09,4.33,32.7,0,3.54,3.54,98,58,524.9,16.3,-3.5,D,613.7,3,22.377,2,1.85,184,152.17,-80.13754756,25.91233769,0,0,1,N,1.214845,76,76,11,158,158,148.5418,0,9999.99,3.56,3.687,2,9,29.2,0,29.20000076,46.26,1555.62413,11/16/22,11:50:39,27.71,67.97,46.26,1.19,8.29,-76.7,-4,-0.8,-2437,95.6,5.81,13.2,
