Latitude,Longitude,Time,Date,Number of Sats,GPS Speed (Kn),GPS True Heading,GPS Magnetic Variation,HDOP,C Magnetic Heading,C True Heading,Pitch Angle,Roll Angle,C Inside Temp (c),DFS Depth (m),DTB Height (m),Total Water Column (m),Batt Percent,Power Watts,Watt-Hours,Batt Volts,Batt Ampers,Batt State,Time to Empty,Current Step,Dist To Next (m),Next Speed (kn),Vehicle Speed (kn),Motor Speed CMD,Next Heading,Next Long,Next Lat,Next Depth (m),Depth Goal (m),Vehicle State,Error State,Distance to Track (m),Fin Pitch R,Fin Pitch L,Pitch Goal,Fin Yaw T,Fin Yaw B,Yaw Goal,Fin Roll,DVL-Depth (m),DVL -Altitude (m),DVL -Water Column (m),DVL-FixType,DVL-FixQuality,DVL-Temperature,Conductivity (mmhos/cm),Temperature (c),Salinity (ppt),Sound Speed (m/s),Date m/d/y   ,Time hh:mm:ss,Temp C,SpCond mS/cm,Sal ppt,Depth feet,pH,pH mV,Turbid+ NTU,Chl ug/L,BGA-PC cells/mL,ODOsat %,ODO mg/L,Battery volts,ROSEM Command Type
25.91278007,-80.13788496,42:56.7,12/16/21,4,1.166,294.35,-7.142358562,2.12,78.5,73.59,2.13,-4.12,30.4,0.01,2.3,2.31,45,38,249.5,14.6,-2.6,D,391.2,1,18.322,2,0.84,174,116.72,-80.13772134,25.91270598,0,0,1,N,2.328514,71,71,11,250,250,119.5998,0,9999.99,2.3,2.427,2,9,26.9,0,26.89999962,49.51,1554.25702,12/16/21,14:18:34,25.95,72.04,49.51,1.291,7.98,-58.1,-4.3,-3.8,-2651,78.3,4.81,12.8,
25.9127785,-80.13787856,42:57.7,12/16/21,4,1.751,294.35,-7.142358562,2.12,84,78.83,-2,6.47,30.4,0.01,2.36,2.37,45,38,249.5,14.6,-2.6,D,391.2,1,17.672,2,0.74,174,117.15,-80.13772134,25.91270598,0,0,1,N,2.380321,45,45,11,250,250,120.3355,0,9999.99,2.38,2.507,2,9,26.9,0,26.89999962,49.51,1554.25782,12/16/21,14:18:35,25.96,72.03,49.51,1.159,7.98,-58.1,-3,-6.7,-2217,77.5,4.76,12.6,
25.91277835,-80.13787121,42:58.7,12/16/21,4,0.768,294.35,-7.142358562,2.12,81.8,76.74,2.14,-0.9,30.4,0,2.55,2.55,45,38,249.5,14.6,-2.6,D,391.2,1,17.012,2,0.88,174,118.23,-80.13772134,25.91270598,0,0,1,N,2.607641,70,70,11,250,250,121.9951,0,9999.99,2.57,2.697,2,9,26.9,0,26.89999962,49.52,1554.26772,12/16/21,14:18:36,25.97,72.05,49.52,1.21,7.98,-58.1,-4,-1.8,-1782,76.5,4.69,12.6,
25.91278499,-80.13786863,42:59.7,12/16/21,4,1.425,294.35,-7.142358562,2.12,86.7,81.4,1.51,4.34,30.4,0.01,2.69,2.69,45,40,249.4,14.6,-2.7,D,377.8,1,17.152,2,1,179,120.81,-80.13772134,25.91270598,0,0,1,N,3.391308,66,66,11,250,250,125.6098,0,9999.99,2.7,2.827,2,9,26.9,0,26.89999962,49.67,1554.42858,12/16/21,14:18:38,25.95,72.24,49.67,1.2,7.98,-58.2,-2.5,-0.5,-694,74.8,4.59,12.7,
25.91277371,-80.13785999,43:00.7,12/16/21,4,1.332,294.35,-7.142358562,2.12,81.2,76.17,2.16,3.6,30.4,0.01,2.72,2.73,45,40,249.4,14.6,-2.7,D,377.8,1,15.781,2,1,184,118.51,-80.13772134,25.91270598,0,0,1,N,2.48582,70,70,11,250,250,122.6239,0,9999.99,2.74,2.867,2,9,26.9,0,26.89999962,49.67,1554.42858,12/16/21,14:18:38,25.95,72.24,49.67,1.2,7.98,-58.2,-2.5,-0.5,-694,74.8,4.59,12.7,
25.9127742,-80.1378542,43:01.7,12/16/21,4,1.735,294.35,-7.142358562,2.12,82.8,77.69,1.03,1.15,30.5,0.01,2.79,2.8,45,40,249.4,14.6,-2.7,D,377.8,1,15.301,2,0.77,188,119.72,-80.13772134,25.91270598,0,0,1,N,2.733424,66,66,11,250,250,124.5466,0,9999.99,2.8,2.927,2,9,26.9,0,26.89999962,49.69,1554.45014,12/16/21,14:18:39,26,72.27,49.69,1.19,7.99,-58.6,-3.2,-4.8,245,74,4.53,12.7,
25.91277019,-80.13783959,43:02.7,12/16/21,4,1.553,294.35,-7.142358562,2.12,87,81.68,2.61,3.15,30.4,0,2.9,2.9,45,40,249.4,14.6,-2.7,D,377.8,1,13.815,2,1.09,193,121.12,-80.13772134,25.91270598,0,0,1,N,2.793946,73,73,11,250,250,126.965,0,9999.99,2.92,3.047,2,9,26.8,0,26.89999962,49.21,1553.93629,12/16/21,14:18:41,26.05,71.66,49.21,1.191,7.99,-58.8,-2.6,-5.7,-2623,72.4,4.45,12.8,
25.91277073,-80.13783208,43:03.7,12/16/21,4,1.8,294.35,-7.142358562,2.12,100.3,94.17,1.66,1.03,30.4,0,3.09,3.09,45,62,249.5,14.5,-4.2,D,242.2,1,13.211,2,1.36,197,123.03,-80.13772134,25.91270598,0,0,1,N,3.10738,64,64,11,250,250,129.904,0,9999.99,3.1,3.227,2,9,26.8,0,26.89999962,49.21,1553.93629,12/16/21,14:18:41,26.05,71.66,49.21,1.191,7.99,-58.8,-2.6,-5.7,-2623,72.4,4.45,12.8,
25.91277166,-80.13782583,43:04.7,12/16/21,4,2,294.35,-7.142358562,2.12,112.1,105.12,2.69,8.7,30.4,0,3.14,3.14,45,62,249.5,14.5,-4.2,D,242.2,1,12.75,2,1.64,199,124.95,-80.13772134,25.91270598,0,0,1,N,3.430573,73,73,11,237,237,132.5243,0,9999.99,3.16,3.287,2,9,26.8,0,26.79999924,49.26,1553.7737,12/16/21,14:18:42,26,71.72,49.26,1.222,7.99,-58.8,-3.7,-2.5,-2226,71.8,4.41,12.8,
25.9127664,-80.13781202,43:05.8,12/16/21,4,2.767,127.53,-7.142358562,2.12,123.9,116.03,3.63,11,30.4,0.01,3.2,3.21,45,62,249.5,14.5,-4.2,D,242.2,1,11.287,2,1.88,199,126.53,-80.13772134,25.91270598,0,0,1,N,3.354443,79,79,11,191,191,132.0765,0,9999.99,3.23,3.359871,2,9,26.8,0,26.79999924,49.83,1554.38432,12/16/21,14:18:44,26.09,72.45,49.83,1.198,7.99,-58.8,-2.3,-4.5,-1836,70.5,4.31,12.6,
25.91275768,-80.13779526,43:06.8,12/16/21,4,3.212,124.43,-7.142358562,2.12,133.1,124.57,3.46,6.24,30.4,0.01,3.25,3.26,45,86,249.5,14.5,-5.9,D,174.6,1,9.364,2,1.88,199,127.87,-80.13772134,25.91270598,0,0,1,N,3.008062,79,79,11,151,151,129.9354,0,9999.99,3.28,3.407,2,9,26.8,0,26.79999924,49.83,1554.38432,12/16/21,14:18:44,26.09,72.45,49.83,1.198,7.99,-58.8,-2.3,-4.5,-1836,70.5,4.31,12.6,
25.91274752,-80.13778099,43:07.7,12/16/21,4,2.804,126.31,-7.142358562,2.12,136.2,127.46,1.99,7.22,30.4,0.01,3.22,3.23,45,86,249.5,14.5,-5.9,D,174.6,1,7.545,2,2.34,199,127.75,-80.13772134,25.91270598,0,0,1,N,2.430108,69,69,11,122,122,126.2248,0,9999.99,3.24,3.367,2,9,26.8,0,26.79999924,49.65,1554.19161,12/16/21,14:18:45,26.15,72.22,49.65,1.208,8,-59.2,-2.4,-5.9,-789,70,4.28,12.8,
25.91273592,-80.13776805,43:08.8,12/16/21,4,2.86,129.07,-7.142358562,2.12,137.6,128.76,2.7,7.85,30.4,0,3.17,3.17,45,86,249.5,14.5,-5.9,D,174.6,1,5.736,2,2.51,199,125.47,-80.13772134,25.91270598,0,0,1,N,1.648814,73,73,11,96,96,120.9751,0,9999.99,3.19,3.317,2,9,26.8,0,26.79999924,49.66,1554.20163,12/16/21,14:18:46,26.17,72.23,49.66,1.208,8.01,-59.8,-3.5,-1.9,-1279,69.6,4.26,12.8,
25.9127286,-80.13775831,43:09.8,12/16/21,4,3.142,133.12,-7.142358562,2.12,136.5,127.74,2.69,6.6,30.4,0,3.17,3.17,45,86,249.5,14.5,-5.9,D,174.6,1,4.472,2,2.62,198,124.22,-80.13772134,25.91270598,0,0,1,N,1.19692,72,72,11,85,85,117.8353,0,9999.99,3.19,3.317,2,9,26.8,0,26.79999924,49.49,1554.0197,12/16/21,14:18:47,26.16,72.03,49.49,1.285,8.01,-59.7,-2.8,-0.1,-781,69.1,4.23,12.7,
25.91271883,-80.1377452,43:10.8,12/16/21,4,3.711,131.06,-7.142358562,2.12,132.9,124.38,3.63,8.3,30.4,0,3.16,3.16,45,76,249.5,14.5,-5.2,D,197.1,1,2.781,2,2.71,196,120.9,-80.13772134,25.91270598,0,0,1,N,0.5995975,78,78,11,81,81,113.613,0,9999.99,3.19,3.317,2,9,26.9,0,26.79999924,49.64,1554.18033,12/16/21,14:18:48,26.12,72.21,49.64,1.21,8.01,-59.8,-4.4,-2.9,501,68.8,4.21,12.6,
25.91270681,-80.13773186,43:11.8,12/16/21,4,3.248,131.6,-7.142358562,2.12,135.4,126.71,1.96,15.1,30.4,0.01,3.13,3.13,45,76,249.5,14.5,-5.2,D,197.1,2,10.415,2,2.7,194,164.95,-80.13770483,25.91261636,0,0,1,N,1.141414,69,69,11,250,250,162.8874,0,9999.99,3.15,3.274679,2,9,26.9,0,26.89999962,49.66,1554.41766,12/16/21,14:18:49,26.14,72.23,49.66,1.214,8.01,-60,-3.5,-3.4,-1916,68.5,4.19,12.7,
25.91269865,-80.13772046,43:12.8,12/16/21,4,2.453,128.9,-7.142358562,2.12,148.6,139.11,1.93,14.7,30.4,0,3.14,3.15,45,76,249.5,14.5,-5.2,D,197.1,2,9.283,2,2.61,192,170.31,-80.13770483,25.91261636,0,0,1,N,0.1309149,69,69,11,249,249,169.6539,0,9999.99,3.16,3.288171,2,9,26.9,0,26.89999962,49.64,1554.39594,12/16/21,14:18:51,26.15,72.21,49.64,1.226,8.02,-60.1,-3.2,-2.7,-2177,67.9,4.15,12.8,
25.91269249,-80.13771689,43:13.8,12/16/21,4,2.596,137.42,-7.142358562,2.12,162.4,152.33,4.4,8.7,30.4,0,3.23,3.23,45,67,249.5,14.5,-4.6,D,225.1,2,8.551,2,2.36,191,171.89,-80.13770483,25.91261636,0,0,1,N,0.1474968,80,80,11,210,210,171.6477,0,9999.99,3.26,3.387,2,9,26.9,0,26.89999962,49.64,1554.39594,12/16/21,14:18:51,26.15,72.21,49.64,1.226,8.02,-60.1,-3.2,-2.7,-2177,67.9,4.15,12.8,
25.91268301,-80.13771077,43:14.8,12/16/21,4,2.617,139.35,-7.142358562,2.12,172,161.72,2.99,4.61,30.4,0.01,3.2,3.21,45,67,249.5,14.5,-4.6,D,225.1,2,7.435,2,2.29,190,175.42,-80.13770483,25.91261636,0,0,1,N,0.6020642,75,75,11,180,180,174.8953,0,9999.99,3.23,3.357,2,9,26.8,0,26.89999962,49.67,1554.42849,12/16/21,14:18:53,26.15,72.25,49.67,1.166,8.02,-60.5,-3.3,-4.7,218,67.3,4.12,12.7,
25.91267511,-80.13770876,43:15.8,12/16/21,4,2.459,139.35,-7.142358562,2.12,177.7,167.38,1.36,5.52,30.4,0,3.21,3.21,45,67,249.5,14.5,-4.6,D,225.1,2,6.545,2,2.31,190,176.55,-80.13770483,25.91261636,0,0,1,N,0.6676522,69,69,11,162,162,175.3622,0,9999.99,3.23,3.357,2,9,26.9,0,26.89999962,49.67,1554.42815,12/16/21,14:18:54,26.16,72.25,49.67,1.227,8.03,-60.8,-1.7,-2,-481,67.2,4.11,12.7,
25.91266122,-80.13770566,43:16.8,12/16/21,4,2.231,139.35,-7.142358562,2.13,180.3,169.98,1.49,4.36,30.4,0,3.2,3.2,45,67,249.5,14.5,-4.6,D,225.1,2,4.988,2,2.31,190,179.04,-80.13770483,25.91261636,0,0,1,N,0.7284136,66,66,11,150,150,175.7936,0,9999.99,3.21,3.337,2,9,26.9,0,26.89999962,49.67,1554.42815,12/16/21,14:18:54,26.16,72.25,49.67,1.227,8.03,-60.8,-1.7,-2,-481,67.2,4.11,12.7,
25.91265246,-80.13770646,43:17.8,12/16/21,4,2.39,139.35,-7.142358562,2.13,184.3,174,1.43,4.06,30.4,0,3.17,3.17,45,58,249.5,14.5,-3.9,D,260.3,2,4.019,2,2.36,189,177.67,-80.13770483,25.91261636,0,0,1,N,0.501236,66,66,11,128,128,174.1764,0,9999.99,3.18,3.307,2,9,26.9,0,26.89999962,49.68,1554.43848,12/16/21,14:18:55,26.16,72.26,49.68,1.261,8.02,-60.5,-2.9,-4.3,-1071,67,4.09,12.8,
25.91264127,-80.13770679,43:18.8,12/16/21,4,2.51,152.82,-7.142358562,2.13,183.7,173.4,0.46,0.95,30.4,0,3.18,3.18,45,58,249.5,14.5,-3.9,D,260.3,3,79.579,2,2.35,189,150.41,-80.13731395,25.91201891,0,0,1,N,1.292145,60,60,11,55,55,155.3906,0,9999.99,3.18,3.307,2,9,26.9,0,26.89999962,49.69,1554.44924,12/16/21,14:18:57,26.16,72.27,49.69,1.254,8.03,-61.1,-3,-3.6,-205,66.7,4.08,12.7,
25.91263091,-80.13770783,43:19.8,12/16/21,4,2.321,152.82,-7.142358562,2.13,178,167.68,0.82,7.6,30.4,0,3.18,3.18,45,58,249.5,14.5,-3.9,D,260.3,3,78.632,2,2.32,188,149.93,-80.13731395,25.91201891,0,0,1,N,0.6071505,62,62,11,67,67,152.6826,0,9999.99,3.19,3.317,2,9,26.9,0,26.89999962,49.69,1554.44924,12/16/21,14:18:57,26.16,72.27,49.69,1.254,8.03,-61.1,-3,-3.6,-205,66.7,4.08,12.7,
25.91262134,-80.13771025,43:20.8,12/16/21,4,2.067,152.82,-7.142358562,2.13,173.5,163.21,2.03,5.11,30.5,0,3.18,3.18,45,59,249.5,14.5,-4,D,256.1,3,77.836,2,2.31,188,149.39,-80.13731395,25.91201891,0,0,1,N,0.1601873,69,69,11,68,68,148.5648,0,9999.99,3.2,3.327,2,9,26.9,0,26.89999962,49.69,1554.44928,12/16/21,14:18:58,26.16,72.27,49.69,1.264,8.04,-61.3,-2.6,-7.3,-1776,66.6,4.07,12.7,
25.91261242,-80.13771164,43:21.9,12/16/21,4,2.069,152.82,-7.142358562,2.13,167.1,156.91,1.64,7.19,30.4,0,3.18,3.18,45,59,249.5,14.5,-4,D,256.1,3,77.055,2,2.36,188,148.92,-80.13731395,25.91201891,0,0,1,N,0.795089,67,67,11,75,75,144.0011,0,9999.99,3.19,3.317,2,9,26.9,0,26.89999962,49.63,1554.38515,12/16/21,14:19:00,26.14,72.19,49.63,1.209,8.03,-60.9,-1.5,1.5,-110,66.3,4.06,12.6,
25.91260149,-80.13770719,43:22.9,12/16/21,4,2.597,152.82,-7.142358562,2.13,164.2,154.08,1.37,3.13,30.4,0,3.19,3.19,45,59,249.5,14.5,-4,D,256.1,3,75.785,2,2.36,188,148.74,-80.13731395,25.91201891,0,0,1,N,1.037153,65,65,11,79,79,142.1374,0,9999.99,3.19,3.317,2,9,26.9,0,26.89999962,49.63,1554.38515,12/16/21,14:19:00,26.14,72.19,49.63,1.209,8.03,-60.9,-1.5,1.5,-110,66.3,4.06,12.6,
25.91259074,-80.1377021,43:23.9,12/16/21,4,2.398,156.65,-7.142358562,2.13,160.7,150.69,1.33,4.92,30.5,0,3.18,3.18,45,59,249.5,14.5,-4,D,256.1,3,74.499,2,2.33,187,148.59,-80.13731395,25.91201891,0,0,1,N,1.212577,65,65,11,88,88,140.9049,0,9999.99,3.19,3.317,2,9,26.9,0,26.89999962,49.62,1554.3744,12/16/21,14:19:02,26.09,72.18,49.62,1.196,8.03,-60.9,-2.6,-2.9,-1915,66.1,4.04,12.7,
25.91258176,-80.13769688,43:24.9,12/16/21,4,2.387,155.52,-7.142358562,2.13,156.9,147.03,2.42,4.79,30.4,0,3.15,3.15,45,56,249.5,14.5,-3.8,D,266.6,3,73.376,2,2.34,187,148.54,-80.13731395,25.91201891,0,0,1,N,1.279462,72,72,11,101,101,140.4368,0,9999.99,3.17,3.297,2,9,26.9,0,26.89999962,49.62,1554.3744,12/16/21,14:19:02,26.09,72.18,49.62,1.196,8.03,-60.9,-2.6,-2.9,-1915,66.1,4.04,12.7,
25.91257193,-80.13769163,43:25.9,12/16/21,4,2.524,152.66,-7.142358562,2.13,155.5,145.68,0.78,5.14,30.5,0,3.15,3.15,45,56,249.5,14.5,-3.8,D,266.6,3,72.169,2,2.32,186,148.44,-80.13731395,25.91201891,0,0,1,N,1.386414,62,62,11,103,103,139.6923,0,9999.99,3.16,3.287,2,9,26.9,0,26.89999962,49.69,1554.44936,12/16/21,14:19:03,26.08,72.27,49.69,1.236,8.03,-61.1,-2.2,-5.4,-1466,66,4.04,12.7,
25.91256337,-80.13768739,43:26.9,12/16/21,4,2.504,151,-7.142358562,2.13,153.9,144.15,1.61,4.69,30.5,0,3.16,3.16,45,54,249.5,14.5,-3.7,D,275.8,3,71.135,2,2.3,186,148.33,-80.13731395,25.91201891,0,0,1,N,1.505481,70,70,11,106,106,138.8671,0,9999.99,3.18,3.307,2,9,26.8,0,26.89999962,49.65,1554.40653,12/16/21,14:19:04,26.07,72.22,49.65,1.233,8.03,-60.8,-2.5,-5.7,-691,65.8,4.03,12.5,
25.91255417,-80.13768004,43:27.9,12/16/21,4,2.336,149.22,-7.142358562,2.13,153,143.29,0.18,4.92,30.4,0,3.2,3.2,45,54,249.5,14.5,-3.7,D,275.8,3,69.879,2,2.27,186,148.4,-80.13731395,25.91201891,0,0,1,N,1.390361,58,58,11,112,112,139.6651,0,9999.99,3.21,3.337,2,9,26.9,0,26.79999924,49.65,1554.19093,12/16/21,14:19:05,26.05,72.22,49.65,1.195,8.03,-60.9,-1.8,-2.8,-3085,65.6,4.02,12.8,
25.91254312,-80.13767097,43:28.9,12/16/21,4,2.033,150.3,-7.142358562,2.13,152.1,142.44,1.55,4.57,30.4,0,3.19,3.19,45,54,249.5,14.5,-3.7,D,275.8,3,68.358,2,2.29,185,148.51,-80.13731395,25.91201891,0,0,1,N,1.236497,66,66,11,120,120,140.738,0,9999.99,3.2,3.327,2,9,26.8,0,26.89999962,49.65,1554.40655,12/16/21,14:19:07,26.05,72.22,49.65,1.24,8.03,-60.7,-3.5,-4.4,-3194,65.4,4,12.7,
25.91253456,-80.13766616,43:29.9,12/16/21,4,2.296,146.87,-7.142358562,2.13,151.7,142.05,1.1,4.09,30.4,0,3.19,3.19,45,51,249.5,14.5,-3.5,D,294.2,3,67.294,2,2.33,185,148.43,-80.13731395,25.91201891,0,0,1,N,1.303077,66,66,11,121,121,140.2732,0,9999.99,3.2,3.327,2,9,26.8,0,26.89999962,49.65,1554.40655,12/16/21,14:19:07,26.05,72.22,49.65,1.24,8.03,-60.7,-3.5,-4.4,-3194,65.4,4,12.7,
25.91252626,-80.13766167,43:30.9,12/16/21,4,2.491,146.1,-7.142358562,2.13,150.6,141.01,1.17,4.33,30.4,0,3.22,3.22,45,51,249.5,14.5,-3.5,D,294.2,3,66.273,2,2.33,185,148.35,-80.13731395,25.91201891,0,0,1,N,1.382102,63,63,11,120,120,139.7225,0,9999.99,3.23,3.357,2,9,26.8,0,26.79999924,49.67,1554.21224,12/16/21,14:19:08,26.05,72.24,49.67,1.255,8.03,-60.7,-3.1,-7.1,-3335,65.3,4,12.6,
25.91251694,-80.13765796,43:31.9,12/16/21,4,2.424,145.61,-7.142358562,2.13,154.9,145.11,0.21,0.27,30.4,0,3.23,3.23,45,51,249.5,14.5,-3.5,D,294.2,3,65.197,2,2.32,184,148.15,-80.13731395,25.91201891,0,0,1,N,1.580462,58,58,11,100,100,138.3489,0,9999.99,3.23,3.357,2,9,26.8,0,26.79999924,49.68,1554.22288,12/16/21,14:19:10,26.05,72.26,49.68,1.317,8.02,-60.5,-2.3,-0.8,-907,65.1,3.99,12.7,
25.91250772,-80.13765025,43:32.9,12/16/21,4,2.064,147.83,-7.142358562,2.13,153.3,143.58,0.82,3.2,30.4,0,3.22,3.22,45,51,249.5,14.5,-3.5,D,294.2,3,63.919,2,2.27,184,148.25,-80.13731395,25.91201891,0,0,1,N,1.444401,66,66,11,115,115,139.2899,0,9999.99,3.23,3.357,2,9,26.8,0,26.79999924,49.68,1554.22288,12/16/21,14:19:10,26.05,72.26,49.68,1.317,8.02,-60.5,-2.3,-0.8,-907,65.1,3.99,12.7,
25.91249924,-80.137644,43:33.9,12/16/21,4,2.275,147.86,-7.142358562,2.13,151.9,142.24,1.13,4.4,30.4,0,3.25,3.25,45,49,249.5,14.5,-3.3,D,308.8,3,62.788,2,2.27,184,148.28,-80.13731395,25.91201891,0,0,1,N,1.38231,64,64,11,117,117,139.7209,0,9999.99,3.26,3.387,2,9,26.8,0,26.79999924,49.66,1554.2015,12/16/21,14:19:11,26.05,72.23,49.66,1.235,8.03,-60.9,-1.8,-6.1,-2477,65,3.98,12.7,
25.91249249,-80.13764071,43:34.9,12/16/21,4,2.272,148.19,-7.142358562,2.13,151.3,141.67,0.46,5.17,30.4,0,3.26,3.26,45,49,249.5,14.5,-3.3,D,308.8,3,61.977,2,2.26,183,148.18,-80.13731395,25.91201891,0,0,1,N,1.479271,60,60,11,116,116,139.0477,0,9999.99,3.27,3.397,2,9,26.8,0,26.79999924,49.72,1554.26577,12/16/21,14:19:13,26.05,72.3,49.72,1.234,8.03,-60.8,-2.3,-0.2,-1656,64.7,3.96,12.8,
